ID,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy.Management,Biology,Chemistry,Reading,Geography,Foreign.languages,Medicine,Law,Cars,Art.exhibitions,Religion,Countryside..outdoors,Dancing,Musical.instruments,Writing,Passive.sport,Active.sport,Gardening,Celebrities,Shopping,Science.and.technology,Theatre,Fun.with.friends,Adrenaline.sports,Pets,Gender
605,5,5,1,1,1,5,3,3,2,1,5,1,3,3,3,4,5,3,3,4,2,3,5,5,1,3,5,4,3,5,3,5,female
606,3,2,2,2,5,3,1,1,3,1,1,5,1,1,1,5,3,1,5,1,5,1,5,5,3,2,3,5,5,4,3,5,male
607,2,2,1,2,2,4,4,1,2,1,2,3,1,2,1,4,1,4,4,1,1,1,3,1,NA,2,2,4,2,4,1,4,male
608,4,3,5,1,2,2,2,2,5,5,5,2,3,5,1,2,1,3,1,2,1,1,2,2,1,1,5,5,3,5,1,5,female
609,5,5,5,5,5,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,3,3,3,4,2,2,4,2,4,male
610,5,5,2,5,2,5,5,4,1,1,4,2,4,1,1,3,3,5,4,1,3,1,3,5,1,1,4,5,3,4,4,3,male
611,2,2,3,2,2,5,5,2,5,5,2,1,5,5,1,2,1,1,1,1,4,1,2,3,1,4,2,4,1,5,1,1,male
612,3,5,3,3,1,5,3,5,5,1,2,1,4,2,3,3,1,1,3,3,1,1,4,1,1,4,5,4,3,5,3,5,female
613,4,3,4,3,4,5,5,3,2,2,2,2,3,2,2,3,2,1,2,1,5,1,2,2,1,3,3,2,2,4,1,2,male
614,4,5,2,1,1,4,3,2,2,1,4,2,3,1,2,3,4,1,2,2,4,2,5,3,1,2,4,2,3,5,3,5,female
615,3,5,4,1,1,3,1,1,3,1,4,3,4,1,1,3,4,1,5,3,1,1,2,5,5,2,5,5,4,5,3,5,female
616,2,4,2,2,3,2,1,1,2,2,3,3,5,3,1,2,2,5,4,1,5,3,5,2,2,1,2,4,3,4,2,2,male
617,4,4,2,3,4,5,5,1,5,5,1,4,2,5,2,5,1,1,1,1,2,1,5,4,1,1,2,5,1,5,3,4,male
618,3,5,5,1,1,3,1,5,1,1,5,NA,5,1,5,5,5,3,3,1,1,1,1,5,1,1,4,4,5,5,5,1,female
619,5,1,5,1,1,5,5,4,2,2,5,5,5,2,2,5,2,2,5,1,5,1,5,1,1,4,3,3,5,5,5,1,female
620,3,2,2,5,5,5,4,2,3,2,1,5,4,2,3,4,1,1,2,1,1,1,2,1,1,1,1,5,1,5,3,1,male
621,4,3,3,1,1,4,2,1,1,1,5,5,5,1,1,4,3,1,2,1,1,4,3,3,1,1,1,4,3,5,4,2,male
622,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,NA,1,1,2,1,1,1,1,2,1,1,1,1,1,3,2,3,NA
623,2,3,3,1,1,5,3,4,1,1,4,3,5,1,4,2,3,1,3,3,2,1,5,5,1,1,3,2,4,5,4,5,female
624,5,2,1,1,1,4,3,3,2,2,1,2,1,1,2,3,2,1,5,1,1,1,3,1,3,2,2,3,1,5,3,3,male
625,3,5,1,1,1,3,1,4,4,2,2,1,5,3,2,1,3,1,2,5,2,4,3,5,NA,3,5,1,3,5,5,2,female
626,2,3,3,3,1,5,4,2,1,1,1,4,5,2,2,2,1,4,2,5,5,1,5,5,2,3,4,3,2,5,2,5,female
627,2,4,2,2,2,4,4,4,4,2,3,3,3,2,2,4,2,2,4,2,2,1,4,3,4,4,4,2,2,4,4,4,female
628,3,3,3,3,1,5,4,3,4,4,2,3,3,3,2,1,2,2,4,2,3,1,2,3,2,4,4,2,2,5,2,1,female
629,2,4,2,4,4,4,4,3,3,3,1,2,3,2,2,3,1,1,1,1,3,1,5,5,1,1,2,4,1,4,5,4,male
630,2,1,4,1,1,4,1,3,2,1,2,5,5,1,3,1,5,1,5,3,1,1,5,1,1,3,5,1,5,5,4,5,female
631,3,4,1,3,1,5,5,4,3,1,1,4,4,1,2,4,1,3,3,4,4,1,5,5,2,2,5,2,3,5,3,1,female
632,3,3,3,4,3,4,4,3,2,2,5,3,5,5,3,2,3,5,5,5,5,5,1,4,3,2,4,3,5,5,2,5,female
633,4,4,2,3,3,4,3,2,3,3,2,3,1,4,3,3,2,2,3,1,1,1,5,5,1,2,2,2,2,3,5,4,male
634,1,1,1,1,1,4,4,1,1,1,1,5,1,1,1,5,2,2,3,2,3,1,3,5,1,1,3,4,3,5,3,3,male
635,3,3,2,2,2,4,1,1,3,2,4,3,4,2,1,1,4,4,4,5,3,2,4,4,2,3,5,3,5,5,3,2,female
636,4,3,3,1,3,3,3,1,4,4,4,5,5,5,2,1,2,2,3,5,1,1,1,3,1,2,2,4,3,3,1,2,female
637,5,NA,3,1,1,5,4,4,5,2,1,4,3,1,2,5,3,4,4,5,3,1,4,4,4,2,4,2,1,5,4,4,male
638,4,4,2,5,5,5,5,3,3,4,2,2,4,NA,1,2,4,4,5,2,1,1,3,5,3,2,4,5,4,5,4,5,male
639,4,3,2,1,1,5,2,2,5,3,3,4,4,4,3,1,2,2,5,1,1,1,3,4,3,3,3,3,3,4,1,5,female
640,2,1,1,3,1,5,5,1,2,1,5,2,4,2,1,4,1,1,4,1,5,1,2,4,1,1,1,4,1,2,2,1,male
641,4,5,3,3,3,4,3,5,4,1,4,5,5,5,1,2,2,2,3,3,1,1,4,5,2,5,5,3,2,5,5,4,female
642,2,2,2,2,2,5,3,1,2,2,1,1,2,1,1,3,1,1,3,1,2,1,3,2,1,1,2,2,1,5,2,3,male
643,3,1,2,4,5,4,3,1,5,5,5,3,1,5,1,2,4,1,5,2,3,1,4,4,4,2,5,5,5,5,1,5,male
644,4,4,4,2,2,4,2,3,2,2,5,4,5,2,2,2,4,3,5,5,3,1,3,5,2,2,2,3,5,5,4,5,female
645,3,3,3,4,2,4,3,3,4,2,4,4,5,4,2,2,4,4,5,3,5,1,NA,4,5,4,4,2,3,4,2,5,female
646,5,2,5,3,4,5,4,2,4,2,4,5,2,2,3,5,4,3,5,2,2,2,5,5,5,4,4,5,3,5,3,5,male
647,2,2,2,1,1,4,4,3,1,1,1,1,3,1,1,2,1,1,2,1,1,1,3,5,1,2,2,3,1,5,1,1,male
648,5,4,1,1,1,5,3,1,5,1,5,3,3,1,1,3,1,3,5,3,1,1,4,1,3,3,5,1,1,5,4,5,female
649,2,2,1,2,1,4,3,2,4,4,5,1,3,5,2,2,2,2,5,5,4,1,4,4,1,1,3,2,5,5,3,2,female
650,3,4,2,1,1,4,3,3,3,4,3,4,5,2,3,2,2,1,4,5,4,3,3,2,1,4,4,3,4,5,4,5,female
651,3,3,1,4,4,5,5,1,2,1,1,2,2,2,1,4,4,1,4,3,1,1,3,5,1,2,3,1,1,4,4,5,male
652,5,3,5,1,1,5,4,5,1,1,2,5,5,1,4,4,NA,2,5,1,1,1,5,3,1,1,3,2,3,4,2,2,male
653,3,2,4,4,2,5,5,1,1,1,3,3,3,1,1,3,1,1,2,1,1,1,2,1,1,1,1,5,1,4,1,1,male
654,3,2,3,1,1,4,1,2,1,1,5,4,5,4,4,2,1,4,5,3,1,1,4,1,1,2,3,5,3,5,2,5,female
655,4,2,4,3,2,4,2,4,3,2,1,5,2,3,3,5,2,3,4,2,1,1,5,4,2,3,3,4,2,3,2,4,male
656,1,2,1,3,1,3,2,3,3,3,4,3,5,3,1,1,3,1,3,1,3,1,3,3,1,1,3,2,3,4,2,1,female
657,5,5,5,5,5,4,5,4,5,5,5,5,5,5,3,3,5,3,5,5,4,4,5,5,3,2,5,4,4,5,5,5,female
658,1,5,1,1,1,5,2,3,1,1,1,1,4,3,1,1,3,1,5,1,1,2,4,1,2,1,5,4,4,5,3,3,female
659,1,3,3,5,3,5,5,4,1,1,1,1,3,1,4,4,2,1,5,4,4,1,5,5,1,1,2,4,1,5,5,4,male
660,2,2,4,3,3,5,2,5,2,2,2,1,4,2,3,1,3,1,5,3,5,3,5,1,2,1,2,1,2,5,1,2,male
661,5,4,2,2,1,3,2,2,2,1,4,4,5,3,2,1,4,2,5,2,1,4,3,2,1,4,3,2,3,5,3,1,female
662,4,4,1,2,2,4,2,3,2,1,4,3,3,3,2,3,3,1,3,2,1,4,4,2,2,3,4,2,3,4,2,4,female
663,3,2,1,4,2,4,3,4,2,1,3,1,4,3,1,3,2,4,4,2,1,1,3,1,1,2,4,3,4,5,2,5,female
664,4,3,2,3,3,3,3,1,2,2,4,4,2,2,1,1,4,3,4,3,3,3,4,4,4,1,2,3,4,5,4,1,male
665,3,2,2,1,1,5,2,3,4,2,4,5,4,5,1,3,2,3,5,5,1,2,4,4,4,3,4,4,3,4,2,2,female
666,4,4,4,1,1,5,4,1,2,1,3,3,4,1,2,2,5,1,5,2,2,1,4,3,2,1,3,4,5,5,5,5,female
667,3,4,3,1,1,3,3,1,1,1,4,3,5,1,1,1,5,1,5,1,3,4,5,3,1,1,1,3,4,5,5,5,female
668,5,4,4,2,2,5,4,2,2,1,2,2,3,2,2,2,3,5,5,2,3,1,5,3,4,1,1,3,3,5,4,4,male
669,2,5,2,4,4,3,5,1,5,3,4,3,4,NA,1,1,4,4,5,1,5,4,3,3,1,1,2,5,4,3,1,2,male
670,4,4,2,2,2,4,3,2,4,2,2,4,4,2,2,4,4,2,4,2,2,2,4,4,2,2,4,3,2,4,3,3,male
671,3,4,3,2,2,3,3,3,2,2,4,3,4,2,3,3,2,2,4,4,1,1,2,3,2,2,3,3,2,4,3,4,female
672,3,4,3,3,3,4,4,3,3,3,2,3,4,3,3,4,4,2,5,5,4,1,2,4,2,4,4,3,4,5,2,5,female
673,3,2,3,1,1,4,2,2,2,2,3,1,4,3,3,3,4,1,4,2,1,1,4,4,1,3,4,3,5,4,1,5,female
674,3,5,2,1,1,5,3,1,2,2,5,2,4,2,2,1,3,1,3,1,1,2,4,2,3,4,3,2,3,4,1,5,female
675,1,2,4,3,3,4,5,5,2,2,3,3,3,1,3,3,1,1,4,1,1,1,5,5,1,1,2,4,3,5,4,3,male
676,3,3,2,2,2,5,3,2,2,2,5,2,1,2,2,2,3,2,4,5,2,3,3,1,3,4,5,2,5,5,2,2,female
677,3,1,1,1,1,5,1,1,1,1,1,3,4,1,5,2,3,1,4,1,1,1,5,5,2,4,3,3,5,5,2,3,female
678,5,2,3,4,1,5,3,2,2,1,3,4,3,2,4,4,2,2,3,3,2,1,NA,3,NA,3,3,1,4,5,4,5,female
679,5,3,1,2,2,5,5,1,3,2,4,4,4,3,2,2,5,2,5,2,1,1,5,4,2,1,1,5,5,5,5,5,female
680,3,4,2,1,1,5,4,1,2,1,5,5,5,3,1,1,5,4,5,2,4,3,1,5,3,2,3,3,3,5,2,5,female
681,4,4,1,3,2,5,3,3,5,4,5,5,4,5,3,4,2,1,5,5,1,1,3,5,1,2,3,4,3,5,5,5,female
682,3,4,1,2,4,5,4,3,5,3,5,5,5,5,3,4,4,3,5,3,1,1,1,5,4,1,3,5,5,5,3,3,female
683,3,3,2,4,2,4,4,2,2,1,3,4,3,2,2,4,2,4,4,1,1,1,4,1,1,2,3,4,3,4,3,5,male
684,4,4,1,1,1,4,4,2,5,3,5,5,3,5,4,3,1,4,5,3,3,1,3,3,5,3,3,3,3,5,1,5,female
685,2,1,1,3,1,5,5,3,4,1,2,3,3,3,2,3,3,4,5,4,3,2,5,4,5,4,5,1,2,4,1,3,female
686,3,3,3,2,1,4,3,2,3,2,4,3,4,5,4,3,4,2,3,4,5,4,3,3,2,4,4,4,3,4,3,5,female
687,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,male
688,3,2,3,1,3,5,5,3,1,2,3,4,5,1,2,5,4,1,4,3,3,2,5,5,1,2,4,5,4,5,5,2,male
689,3,5,1,3,1,5,5,1,5,3,5,3,3,3,1,1,3,3,3,2,1,3,3,3,1,3,5,1,3,3,1,1,female
690,5,3,3,3,1,4,3,5,2,5,3,4,5,2,4,5,4,2,2,3,2,1,3,3,1,3,4,2,2,4,2,5,male
691,4,4,3,3,2,4,4,4,3,2,5,5,5,3,2,5,3,1,4,3,3,2,5,5,2,2,2,4,4,4,2,2,male
692,3,2,1,1,1,4,3,1,1,1,4,3,5,1,1,5,2,1,3,4,1,1,1,4,1,2,4,2,2,5,4,3,female
693,5,5,5,3,3,5,4,3,3,1,5,5,4,4,2,2,4,4,4,2,5,5,5,4,1,2,3,4,3,5,2,3,male
694,2,4,2,1,1,5,4,4,2,1,1,1,2,1,4,3,2,1,3,3,1,NA,3,3,1,3,5,3,4,5,4,3,female
695,5,5,5,5,3,5,5,3,2,2,2,4,5,1,3,4,3,5,4,3,5,1,4,5,1,2,2,5,2,5,3,1,male
696,4,5,2,2,2,4,2,3,2,1,4,1,4,2,3,2,4,1,4,4,1,1,3,4,1,3,3,2,5,5,3,5,female
697,3,3,2,2,1,3,2,3,2,1,1,4,5,3,3,1,1,3,5,5,2,3,2,3,1,1,2,2,4,5,1,3,female
698,2,1,2,4,1,4,3,5,2,1,5,4,5,1,3,2,2,2,3,1,1,4,4,1,2,3,3,1,2,3,1,1,female
699,3,5,3,1,2,5,3,2,4,3,2,2,5,3,2,1,2,2,5,5,1,2,2,5,3,5,5,1,3,5,4,2,female
700,2,3,2,1,1,4,2,1,2,1,1,5,4,3,1,2,2,2,3,5,2,1,4,5,5,4,4,2,3,5,2,1,female
701,3,3,1,1,1,5,2,2,1,1,5,1,2,1,1,5,1,3,3,1,1,1,2,1,4,2,2,1,1,4,1,5,female
702,5,5,3,3,3,5,3,1,4,3,3,4,3,5,1,2,2,2,5,3,1,2,1,5,2,1,2,3,3,3,5,5,female
703,5,5,5,5,5,5,5,3,2,2,3,5,3,3,1,5,2,5,3,3,4,2,3,1,1,1,1,5,5,5,2,2,male
704,3,2,2,1,1,5,5,3,3,3,2,5,3,3,3,3,2,2,4,1,4,1,5,5,3,3,2,3,2,5,5,5,male
705,2,4,1,1,1,4,3,2,3,1,1,5,5,3,2,2,1,3,5,5,1,1,2,5,1,3,4,2,3,5,5,4,female
706,4,5,3,4,5,5,3,2,3,1,2,4,5,5,3,4,5,3,5,4,5,3,5,5,2,3,5,5,5,5,5,5,female
707,2,2,4,1,1,4,3,5,1,1,3,3,4,1,1,4,1,2,4,3,1,1,5,5,2,2,NA,4,4,5,4,1,male
708,2,3,1,3,2,3,2,2,5,4,5,4,2,4,2,2,4,2,5,2,3,2,1,5,1,2,3,4,4,4,4,2,female
709,2,3,3,3,3,4,4,3,1,1,2,2,3,2,4,5,2,1,2,2,1,1,2,3,1,1,2,3,1,5,3,5,male
710,2,2,2,1,1,3,3,1,1,1,3,3,5,1,1,5,3,2,4,3,1,1,1,3,1,4,5,2,3,5,5,3,female
711,3,5,2,5,4,3,3,3,3,4,4,1,3,2,2,1,2,1,1,1,1,1,4,2,1,1,3,2,5,5,5,2,female
712,3,2,1,1,1,3,1,1,1,1,3,1,3,1,1,2,2,2,4,1,1,1,3,2,2,3,3,2,3,3,2,5,female
713,1,5,1,1,1,5,4,1,3,1,2,3,5,3,1,1,4,5,4,1,3,1,4,3,2,3,4,4,4,5,1,3,female
714,5,4,4,1,1,3,1,1,4,1,5,3,5,2,3,2,4,3,4,5,4,4,3,3,1,1,3,1,5,5,2,3,female
715,3,3,2,3,2,4,4,4,3,3,5,3,5,4,3,3,3,3,5,4,1,1,3,5,5,4,3,2,5,5,4,5,female
716,4,1,3,2,3,4,5,3,4,3,3,3,3,3,2,3,1,1,2,1,2,1,4,5,2,1,3,5,2,4,1,5,male
717,5,5,5,5,5,4,4,4,4,4,3,4,4,4,5,3,2,3,5,3,4,3,4,3,2,1,4,4,5,4,2,2,male
718,3,3,1,3,1,4,1,1,4,3,3,3,5,1,1,2,5,1,5,3,2,2,4,1,3,1,3,1,4,5,1,5,female
719,3,3,2,1,1,4,4,1,5,5,3,4,5,4,2,3,3,2,5,2,5,2,5,5,3,3,3,3,4,5,3,4,female
720,3,3,2,4,2,4,4,3,2,1,2,2,3,1,1,1,1,3,1,1,1,1,1,5,1,2,2,3,1,4,2,3,male
721,5,4,3,2,3,3,4,1,5,3,5,5,3,2,1,2,4,5,5,2,4,5,3,5,5,3,4,4,5,5,5,1,female
722,1,1,4,3,2,3,1,3,5,5,1,5,5,5,1,2,5,3,5,5,5,1,5,1,3,1,1,4,5,5,4,1,female
723,3,3,3,2,2,2,2,1,1,1,3,4,5,1,2,2,4,1,5,3,3,5,2,4,1,1,3,2,5,4,2,1,female
724,5,3,4,3,1,4,1,3,2,1,5,2,5,2,5,2,3,2,4,2,1,1,4,1,2,1,3,2,5,5,1,1,female
725,2,4,2,2,2,3,1,1,2,1,1,1,2,1,1,1,2,1,3,3,1,1,3,2,1,3,2,1,3,4,1,2,female
726,5,3,5,1,3,4,3,4,1,1,1,5,5,1,4,3,2,2,4,1,1,5,4,3,1,4,2,4,3,5,5,3,male
727,2,5,2,1,1,5,5,2,2,1,3,NA,2,1,1,5,1,1,2,5,1,1,2,1,1,1,3,4,1,5,2,5,male
728,1,1,1,3,3,5,3,1,1,1,1,2,1,1,1,5,1,1,1,1,5,3,1,5,1,2,2,5,1,5,2,1,male
729,5,3,2,5,1,5,5,5,1,1,4,1,4,1,1,3,3,1,5,2,1,2,5,5,1,5,5,5,5,5,5,5,female
730,4,4,2,4,4,5,5,3,5,5,3,3,4,5,3,3,2,1,4,2,1,2,5,5,2,1,2,4,3,5,5,5,male
731,5,5,5,1,1,2,2,2,4,3,5,5,5,5,2,3,5,3,5,3,5,1,2,1,1,2,1,3,5,4,5,5,female
732,4,2,3,4,2,5,4,5,2,1,5,4,5,2,3,2,2,3,1,4,1,1,3,4,1,4,3,2,3,5,2,1,female
733,5,4,5,3,2,5,2,3,2,2,5,5,5,2,3,1,2,2,5,5,1,1,2,5,1,1,3,1,2,5,4,1,female
734,5,5,5,5,3,3,3,5,2,2,5,5,5,3,4,1,3,3,5,5,5,2,5,5,4,2,5,5,4,4,2,5,female
735,3,2,1,5,3,3,3,1,1,2,5,1,4,1,1,1,3,5,4,4,5,1,4,4,2,1,2,1,3,4,1,1,female
736,4,4,3,3,3,1,1,2,2,2,5,2,1,1,2,1,NA,5,4,2,2,2,1,1,3,3,2,1,4,2,1,3,female
737,5,5,4,2,3,4,2,3,4,2,4,3,3,3,5,3,4,4,4,4,3,2,4,3,NA,3,3,3,4,4,3,4,female
738,4,4,1,1,1,5,2,2,3,2,5,3,5,3,2,1,4,2,5,5,5,4,3,4,2,3,4,1,3,5,3,5,female
739,1,1,3,4,4,5,5,3,1,2,1,3,5,1,2,5,1,3,3,4,1,1,5,5,1,1,3,4,1,5,5,4,male
740,5,4,5,5,5,5,5,5,3,2,1,5,5,4,4,4,2,5,4,3,3,1,5,5,1,1,3,5,2,5,5,4,male
741,4,3,5,3,2,5,4,5,3,1,3,5,4,3,4,5,3,4,4,3,3,2,3,5,3,4,4,4,3,5,5,4,male
742,5,1,1,5,3,3,1,5,5,5,5,2,5,4,2,1,5,4,5,3,5,1,2,1,1,1,2,2,5,5,3,1,female
743,3,5,3,4,3,5,4,5,4,1,5,4,5,4,4,2,3,5,5,4,3,4,3,5,1,1,3,4,4,5,4,1,male
744,1,2,2,3,3,4,5,4,2,2,2,1,3,2,2,2,2,1,2,1,1,1,4,4,1,1,1,4,3,5,4,2,male
745,3,1,1,1,3,4,4,1,5,5,5,1,4,5,1,4,3,5,5,1,5,3,5,1,2,1,3,5,4,5,5,3,male
746,4,4,3,4,4,5,5,3,2,2,1,3,3,2,2,5,2,4,3,3,1,1,3,2,1,1,2,5,2,4,3,4,male
747,1,1,1,5,1,5,3,3,2,2,1,4,4,1,1,1,2,1,4,1,1,1,3,4,1,3,4,2,4,5,2,4,female
748,5,4,2,1,2,1,4,1,5,2,5,5,3,2,1,2,5,5,5,3,5,5,2,4,5,2,4,3,5,4,4,1,female
749,3,3,2,2,2,5,5,1,3,3,2,NA,2,2,2,2,4,3,4,4,5,5,1,4,5,2,4,3,3,5,3,5,female
750,4,4,1,1,1,4,3,1,3,2,1,4,5,3,4,1,3,1,5,1,5,3,3,3,1,3,3,3,2,4,2,4,male
751,4,5,2,4,3,3,3,2,3,2,2,2,2,5,3,5,5,5,2,5,1,3,2,5,4,2,5,5,5,5,5,1,female
752,2,2,1,1,1,5,2,1,1,1,5,3,4,2,2,1,5,2,5,2,5,2,1,2,1,5,5,2,5,5,1,1,female
753,3,5,1,3,1,4,2,4,5,4,1,1,5,4,4,1,3,2,1,5,1,1,2,3,2,5,5,4,4,5,2,1,female
754,4,4,4,1,1,3,1,2,1,1,5,3,5,3,1,1,2,3,5,4,5,1,2,1,2,2,2,2,4,5,2,5,female
755,3,2,4,4,3,4,4,3,3,2,4,4,5,2,2,4,3,4,3,3,3,2,4,4,2,3,2,4,2,5,4,2,male
756,3,3,3,4,4,5,4,3,4,NA,5,4,5,5,1,1,1,1,4,3,1,4,1,5,1,4,4,5,4,5,4,5,female
757,5,4,3,3,3,5,5,3,3,3,5,4,4,2,2,3,2,3,5,3,2,2,3,2,2,3,4,4,2,5,3,5,male
758,2,4,1,1,4,4,1,2,5,5,3,3,5,5,1,1,4,5,1,5,1,1,4,5,1,2,4,5,4,5,5,4,female
759,2,2,1,3,4,4,5,3,2,3,1,3,4,2,1,5,1,1,4,1,1,1,5,5,3,1,4,5,2,3,4,4,male
760,5,4,2,4,2,3,3,1,NA,5,5,4,3,5,2,4,5,5,5,4,5,5,3,4,5,3,5,5,5,5,5,5,male
761,4,3,5,3,3,3,3,5,2,1,5,4,5,3,4,1,2,4,5,5,1,1,1,4,1,3,4,2,4,5,3,1,female
762,2,2,3,3,3,5,5,1,1,1,2,2,3,1,1,5,1,1,1,1,1,1,5,5,1,1,2,5,1,5,5,2,male
763,5,3,5,3,3,4,4,4,2,2,4,5,5,4,4,5,2,3,4,1,3,1,5,5,1,1,4,4,2,5,5,5,male
764,5,2,3,1,1,3,3,1,3,1,5,NA,4,1,1,1,5,3,5,2,5,3,5,5,3,1,2,4,5,5,1,5,male
765,3,4,1,2,2,3,1,2,5,5,5,3,5,5,1,1,2,1,2,3,2,2,3,2,4,1,4,3,4,5,1,2,female
766,2,5,1,3,4,5,5,1,3,3,2,3,5,4,3,5,2,3,3,1,1,1,5,5,1,2,2,5,1,4,5,3,male
767,4,4,4,3,3,4,4,2,5,5,1,3,5,5,2,5,2,2,3,5,4,5,5,4,5,4,4,3,4,3,2,4,female
768,3,2,4,3,1,1,1,1,4,4,4,4,4,5,3,3,3,3,4,5,5,5,5,3,4,4,4,3,3,3,3,3,male
769,3,3,3,2,2,4,4,5,2,2,1,3,3,2,4,3,1,1,2,1,1,1,1,1,1,2,3,3,1,4,3,4,male
770,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,female
771,1,2,3,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2,female
772,3,2,4,3,1,5,4,4,2,2,2,3,3,2,2,5,2,3,2,1,1,1,2,1,1,1,1,5,2,5,3,1,male
773,3,4,3,1,1,4,3,1,3,1,3,4,4,1,2,3,2,3,4,4,3,2,3,3,3,4,5,2,3,5,3,4,female
774,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,2,2,4,1,3,3,2,2,5,5,4,female
775,4,3,4,2,1,5,1,3,2,2,5,4,5,1,2,2,3,3,5,5,1,1,3,5,1,1,1,2,3,5,3,1,female
776,3,4,2,2,2,5,5,4,3,1,4,5,5,3,3,3,5,3,5,5,4,4,3,4,4,4,5,5,5,5,5,5,female
777,5,3,5,1,1,5,5,5,2,1,1,3,5,3,2,5,3,3,5,3,5,5,1,5,3,3,3,5,3,5,5,3,male
778,2,2,3,1,1,5,3,3,1,1,1,1,3,1,NA,5,1,1,4,1,1,1,4,5,1,4,5,1,1,5,5,1,male
779,2,3,1,2,1,5,1,2,1,1,3,1,3,1,1,3,3,1,4,2,2,1,5,5,1,5,5,1,5,5,3,5,female
780,5,5,4,2,2,5,3,3,3,2,5,2,4,2,2,2,5,4,5,5,1,2,4,5,5,3,5,4,5,5,2,5,female
781,5,4,4,4,1,4,3,5,2,5,3,4,5,3,4,4,3,2,2,3,2,2,3,3,1,3,4,3,2,3,3,5,male
782,5,5,2,1,1,2,2,1,5,3,5,1,3,3,1,1,4,1,4,2,1,2,1,5,5,2,3,1,5,5,4,5,female
783,2,5,1,3,3,5,4,3,5,4,5,3,5,5,3,3,5,1,3,1,2,5,3,3,4,2,4,5,3,5,3,5,female
784,5,3,3,2,3,5,5,3,4,2,NA,4,2,3,2,4,3,3,4,1,1,1,3,1,1,4,4,5,3,5,3,5,male
785,4,5,5,2,2,4,2,2,5,5,2,3,4,5,2,5,4,1,5,5,3,1,5,2,1,3,3,4,4,2,1,1,male
786,5,3,4,1,1,4,3,3,2,1,3,4,5,3,5,4,3,2,3,1,1,1,5,5,1,3,4,1,3,4,4,4,male
787,4,2,4,2,2,5,1,2,5,5,4,2,3,5,4,5,2,3,5,2,1,1,4,2,1,1,2,3,3,5,4,1,male
788,5,4,5,3,2,4,1,2,1,1,4,3,3,2,5,4,3,3,4,2,1,1,4,5,1,3,4,2,3,5,5,2,male
789,2,3,3,1,1,3,2,4,3,2,3,2,4,3,4,1,2,1,3,2,1,1,3,5,1,2,3,1,3,5,3,1,female
790,3,2,1,1,1,5,5,3,4,2,4,3,4,1,3,3,5,3,2,5,1,1,5,1,3,5,5,4,4,5,3,5,male
791,3,4,1,3,4,4,2,1,5,5,2,1,4,4,1,1,2,2,3,4,3,5,2,2,2,1,2,5,2,4,3,1,female
792,3,5,2,1,1,4,4,2,3,1,4,3,3,5,2,1,4,5,2,3,3,4,1,3,1,1,5,3,1,3,1,1,female
793,4,3,2,1,1,4,3,3,3,1,1,2,2,1,1,5,1,3,3,1,1,1,1,5,1,3,4,5,1,5,5,3,male
794,3,3,3,4,4,2,4,3,5,1,5,3,4,2,4,3,4,2,4,3,4,2,4,2,3,4,4,3,3,5,3,2,male
795,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,5,5,1,2,3,1,2,5,4,5,male
796,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,2,5,5,3,2,2,4,1,5,5,5,4,5,5,5,female
797,3,4,4,4,4,3,4,4,2,1,1,3,4,3,4,4,5,3,5,4,4,4,4,4,5,4,3,5,4,2,5,4,male
798,2,2,3,2,1,5,5,4,1,1,1,1,3,2,2,5,1,1,5,1,1,1,3,5,1,5,4,1,1,5,5,1,male
799,5,4,5,2,2,5,2,3,2,1,3,5,5,4,5,4,2,3,2,5,4,1,5,3,1,3,3,4,2,5,1,1,female
800,4,2,3,4,3,5,5,2,3,2,5,3,4,3,2,3,4,2,4,2,3,3,3,2,4,3,3,4,5,4,3,5,male
801,1,1,2,4,3,4,4,1,5,5,3,4,3,5,1,1,1,4,5,1,1,1,2,5,1,1,4,4,5,5,3,1,male
802,2,1,1,1,2,3,2,1,1,1,1,3,2,1,1,5,1,1,5,1,1,1,5,5,1,1,1,5,1,5,5,2,female
803,3,3,1,1,1,4,2,1,4,1,3,5,5,1,1,2,1,1,4,5,2,3,4,5,2,2,4,3,3,5,3,4,female
804,3,3,3,1,1,5,3,2,2,1,2,2,3,1,1,3,3,2,4,1,4,1,NA,5,3,3,3,1,3,5,5,3,female
805,1,3,3,1,1,5,2,3,1,1,5,3,5,1,1,4,4,2,4,2,5,5,5,4,4,3,4,3,5,5,5,5,female
806,5,4,3,1,1,5,3,3,4,4,5,5,5,3,2,1,5,3,4,4,5,4,3,4,1,5,5,2,4,5,3,4,female
