ID,Music,Slow.songs.or.fast.songs,Dance,Folk,Country,Classical.music,Musical,Pop,Rock,Metal.or.Hardrock,Punk,Hiphop..Rap,Reggae..Ska,Swing..Jazz,Rock.n.roll,Alternative,Latino,Techno..Trance,Opera,Alcohol
923,5,3,5,1,1,3,2,5,3,1,1,4,3,2,1,1,2,4,3,social drinker
924,5,4,2,2,1,5,2,4,4,2,5,3,1,4,5,5,2,3,3,drink a lot
925,5,3,3,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,social drinker
926,5,3,4,3,3,2,4,3,2,1,1,3,NA,4,3,2,5,2,3,social drinker
927,5,3,3,2,2,2,2,2,4,3,3,1,2,2,2,5,2,1,2,never
928,5,3,5,1,1,1,1,5,3,1,2,4,4,1,2,3,1,3,1,social drinker
929,5,3,4,2,2,5,3,4,3,2,2,4,4,2,4,3,4,3,3,social drinker
930,3,2,3,5,1,4,2,4,2,3,4,2,5,2,3,5,3,3,3,never
931,5,3,3,2,1,2,3,3,2,2,3,5,3,1,1,1,3,3,2,social drinker
932,5,3,4,2,2,1,3,4,3,4,3,2,3,2,3,1,2,2,3,social drinker
933,5,3,4,2,2,1,3,5,3,2,1,4,3,2,2,1,3,4,2,social drinker
934,5,3,2,2,3,5,4,3,4,2,3,1,4,5,5,4,3,1,2,drink a lot
935,5,3,3,2,2,2,3,3,4,5,4,2,2,2,2,3,3,4,1,social drinker
936,5,3,3,1,1,1,2,5,2,1,1,2,1,1,1,1,3,1,1,social drinker
937,4,3,2,3,2,3,1,4,3,4,4,2,3,4,3,2,3,3,2,social drinker
938,5,3,4,1,1,5,4,5,5,4,5,4,5,5,5,5,5,2,5,social drinker
939,5,3,2,5,1,5,1,4,5,2,4,4,1,3,5,5,1,5,3,social drinker
940,4,3,4,1,4,5,3,4,4,1,2,1,2,3,4,3,4,4,2,never
941,5,3,2,1,1,3,3,3,3,1,1,4,NA,5,2,2,1,5,1,never
942,5,3,3,2,1,2,2,4,4,3,3,4,5,4,4,4,3,1,1,NA
943,5,2,5,3,2,4,1,4,2,1,2,1,3,5,3,3,3,5,2,drink a lot
944,4,3,3,2,1,5,2,3,NA,1,4,4,4,4,3,3,3,2,2,social drinker
945,5,4,3,3,2,4,3,5,4,1,1,2,1,3,3,2,3,2,3,social drinker
946,5,2,5,2,3,3,3,4,4,4,4,5,4,2,4,3,4,1,3,drink a lot
947,5,5,2,1,2,4,3,3,5,5,5,2,1,4,5,4,2,2,3,social drinker
948,5,3,3,1,1,2,1,3,3,3,2,4,3,2,1,2,1,1,1,social drinker
949,5,3,4,3,2,3,4,4,3,1,1,2,3,2,3,2,4,2,2,social drinker
950,5,3,3,2,3,1,2,3,4,3,3,2,3,3,3,2,3,2,1,social drinker
951,5,3,2,3,NA,4,2,4,5,5,5,4,4,3,4,2,2,3,3,never
952,4,3,4,1,1,1,1,4,3,2,2,4,5,3,5,4,1,5,1,drink a lot
953,5,2,3,3,3,4,3,4,5,3,3,1,3,3,3,4,4,4,2,never
954,5,3,3,1,3,3,3,5,4,1,4,4,4,4,4,3,5,1,1,social drinker
955,5,3,5,3,2,2,3,3,3,1,2,4,4,3,3,2,5,4,3,social drinker
956,5,3,2,1,2,1,1,2,5,5,5,1,3,1,3,1,3,1,1,drink a lot
957,5,4,3,1,4,3,4,4,4,3,3,3,3,4,4,1,1,1,2,drink a lot
958,5,4,2,1,1,1,2,2,2,1,1,5,1,2,1,1,2,2,1,social drinker
959,5,5,5,3,1,3,3,4,1,1,1,3,2,2,2,3,2,4,2,social drinker
960,4,3,3,2,3,4,4,4,3,2,4,2,5,4,5,4,3,1,2,social drinker
961,5,3,4,4,1,5,1,3,5,5,5,3,3,5,2,5,1,1,4,social drinker
962,5,3,4,4,1,3,4,5,3,1,1,5,4,3,2,3,4,4,3,social drinker
963,5,2,3,4,4,5,3,2,1,1,1,1,1,4,1,1,3,1,3,never
964,4,4,4,3,3,5,1,5,4,1,1,3,1,4,1,1,2,4,4,social drinker
965,5,4,3,2,3,3,3,3,5,5,5,3,4,3,4,5,3,2,4,social drinker
966,5,5,5,3,3,3,5,5,5,2,4,1,3,2,5,2,5,4,3,social drinker
967,5,5,1,1,1,5,5,1,1,1,1,1,3,4,1,5,5,1,5,social drinker
968,5,3,2,2,2,3,2,2,5,5,5,1,4,4,4,2,3,2,3,social drinker
969,5,4,3,2,2,3,3,4,3,2,1,5,3,3,3,2,2,3,2,social drinker
970,5,3,2,1,2,3,2,4,5,4,3,2,2,3,4,3,2,1,1,drink a lot
971,5,3,5,1,4,5,5,3,4,2,1,4,2,5,4,4,2,1,5,drink a lot
972,5,4,2,4,3,4,2,2,5,4,4,1,4,3,4,3,2,3,2,social drinker
973,5,3,3,3,3,3,4,3,5,2,4,1,3,3,5,5,3,2,2,social drinker
974,5,3,2,5,5,4,5,2,5,5,5,1,4,5,2,3,1,1,3,social drinker
975,5,3,1,2,2,2,2,2,5,5,5,1,5,3,4,4,2,2,1,drink a lot
976,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,drink a lot
977,5,3,4,2,3,3,5,5,5,2,2,3,4,4,4,2,5,2,3,social drinker
978,5,4,4,2,2,1,1,4,4,3,2,4,2,1,2,3,2,4,1,drink a lot
979,5,2,2,1,2,2,1,4,5,5,3,2,3,5,5,3,3,1,2,social drinker
980,5,3,4,2,2,4,4,5,5,1,1,3,2,4,4,1,4,2,3,social drinker
981,5,3,2,2,2,5,1,4,4,4,2,1,3,5,4,1,4,1,4,drink a lot
982,5,4,1,2,4,5,5,3,4,1,1,1,2,3,4,5,2,1,2,social drinker
983,5,4,2,1,1,3,2,2,4,3,2,2,4,3,4,5,1,1,2,drink a lot
984,5,4,3,1,1,3,3,5,3,1,1,4,4,2,3,3,4,2,1,social drinker
985,5,2,1,3,2,3,3,3,4,4,3,1,2,1,4,3,3,1,1,drink a lot
986,5,2,1,3,2,4,2,4,5,3,3,1,4,2,3,5,2,1,2,social drinker
987,4,3,2,5,3,5,2,2,4,2,4,3,3,4,4,4,2,4,4,social drinker
988,4,3,2,2,3,2,1,1,5,3,2,NA,3,3,3,4,2,1,1,drink a lot
989,5,2,3,2,2,5,2,2,5,2,4,3,5,5,5,5,5,NA,3,drink a lot
990,5,5,3,2,2,4,5,5,5,5,1,5,2,3,3,3,5,5,3,drink a lot
991,5,4,2,1,1,2,2,3,4,4,1,1,1,2,3,1,2,1,2,social drinker
992,5,5,2,1,1,1,1,1,5,5,4,5,2,1,4,2,1,2,1,social drinker
993,4,4,4,1,4,4,1,3,4,4,3,2,3,2,1,1,2,5,2,never
994,5,3,3,1,2,3,1,4,4,1,1,4,1,1,1,4,1,2,1,social drinker
995,5,4,3,2,2,3,4,3,5,3,4,2,4,3,5,3,1,1,1,drink a lot
996,5,4,2,1,1,1,2,1,4,4,3,3,2,1,1,2,2,5,1,never
997,5,3,1,1,1,3,2,1,4,3,1,4,4,2,3,3,1,1,1,social drinker
998,5,4,3,3,3,1,3,3,4,2,4,2,4,1,1,2,4,1,1,social drinker
999,5,4,4,3,1,3,2,3,5,5,4,3,2,1,5,3,3,5,2,social drinker
1000,5,5,5,3,4,5,4,4,4,3,NA,5,5,5,5,5,5,5,3,social drinker
1001,5,3,3,3,2,3,3,4,3,1,1,5,3,2,3,3,3,3,1,never
1002,5,5,5,1,2,1,4,4,3,2,4,4,3,1,4,1,2,3,1,never
1003,5,5,3,1,3,1,1,2,5,5,3,1,4,2,2,4,1,3,1,social drinker
1004,4,3,4,3,2,2,3,4,5,2,3,2,4,4,4,2,4,4,2,social drinker
1005,5,3,4,1,2,3,2,3,3,4,3,5,4,2,3,2,2,5,3,social drinker
1006,5,2,5,2,2,5,4,4,4,3,2,4,1,5,4,4,3,3,2,drink a lot
1007,4,4,5,1,3,4,1,4,1,1,4,1,1,2,3,1,3,4,1,social drinker
1008,4,3,1,1,2,2,2,3,4,1,2,3,3,2,2,5,1,1,1,social drinker
1009,5,3,3,3,1,3,1,3,4,1,1,2,2,3,2,5,2,2,1,social drinker
1010,5,5,4,3,2,3,3,4,1,1,2,3,1,1,3,2,2,3,1,social drinker
