ID,Music,Slow.songs.or.fast.songs,Dance,Folk,Country,Classical.music,Musical,Pop,Rock,Metal.or.Hardrock,Punk,Hiphop..Rap,Reggae..Ska,Swing..Jazz,Rock.n.roll,Alternative,Latino,Techno..Trance,Opera,Education
903,5,3,1,2,2,3,1,2,3,2,3,5,4,3,3,2,2,2,1,masters degree
904,5,5,2,4,3,2,1,1,5,5,4,2,3,5,4,4,3,1,1,college/bachelor degree
905,3,3,2,1,2,2,5,5,3,1,1,2,2,2,3,1,5,1,2,college/bachelor degree
906,5,3,4,3,3,2,2,4,4,1,3,5,3,3,3,2,2,3,2,college/bachelor degree
907,5,3,5,3,1,5,5,2,1,1,1,2,3,4,3,5,5,5,4,secondary school
908,5,4,4,3,2,2,3,5,3,2,3,3,3,2,2,1,3,1,1,secondary school
909,5,2,3,2,3,2,1,4,4,3,3,2,2,3,2,2,2,3,2,secondary school
910,5,3,4,3,2,3,4,4,3,2,3,4,4,2,5,3,2,2,3,masters degree
911,5,4,2,1,1,3,4,4,5,1,1,4,4,5,5,5,4,1,2,secondary school
912,5,3,2,2,1,4,5,3,5,5,4,1,1,3,4,5,4,1,5,college/bachelor degree
913,5,4,4,2,1,1,1,4,3,2,4,3,3,2,4,2,3,3,2,secondary school
914,5,3,4,4,2,4,3,3,4,1,3,1,2,4,4,4,2,3,4,secondary school
915,5,4,2,3,1,5,3,3,5,4,4,2,3,4,5,5,5,2,4,secondary school
916,4,4,5,2,3,1,3,4,4,3,1,4,2,2,3,3,3,4,1,primary school
917,4,3,2,2,1,3,1,3,5,4,4,1,3,3,5,4,1,1,1,secondary school
918,5,4,2,2,2,3,2,2,5,4,4,2,2,2,4,4,2,3,2,college/bachelor degree
919,4,3,2,2,1,2,4,4,5,5,5,3,4,NA,NA,2,4,1,3,secondary school
920,5,1,3,2,1,3,1,3,4,4,3,3,3,3,3,5,5,1,2,secondary school
921,4,4,3,3,3,3,5,3,4,3,3,2,3,3,5,1,3,1,3,secondary school
922,5,3,4,2,2,1,1,4,3,2,3,4,2,3,2,3,2,3,2,primary school
923,5,3,5,1,1,3,2,5,3,1,1,4,3,2,1,1,2,4,3,secondary school
924,5,4,2,2,1,5,2,4,4,2,5,3,1,4,5,5,2,3,3,college/bachelor degree
925,5,3,3,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,secondary school
926,5,3,4,3,3,2,4,3,2,1,1,3,NA,4,3,2,5,2,3,secondary school
927,5,3,3,2,2,2,2,2,4,3,3,1,2,2,2,5,2,1,2,secondary school
928,5,3,5,1,1,1,1,5,3,1,2,4,4,1,2,3,1,3,1,secondary school
929,5,3,4,2,2,5,3,4,3,2,2,4,4,2,4,3,4,3,3,secondary school
930,3,2,3,5,1,4,2,4,2,3,4,2,5,2,3,5,3,3,3,college/bachelor degree
931,5,3,3,2,1,2,3,3,2,2,3,5,3,1,1,1,3,3,2,primary school
932,5,3,4,2,2,1,3,4,3,4,3,2,3,2,3,1,2,2,3,secondary school
933,5,3,4,2,2,1,3,5,3,2,1,4,3,2,2,1,3,4,2,secondary school
934,5,3,2,2,3,5,4,3,4,2,3,1,4,5,5,4,3,1,2,secondary school
935,5,3,3,2,2,2,3,3,4,5,4,2,2,2,2,3,3,4,1,primary school
936,5,3,3,1,1,1,2,5,2,1,1,2,1,1,1,1,3,1,1,secondary school
937,4,3,2,3,2,3,1,4,3,4,4,2,3,4,3,2,3,3,2,secondary school
938,5,3,4,1,1,5,4,5,5,4,5,4,5,5,5,5,5,2,5,primary school
939,5,3,2,5,1,5,1,4,5,2,4,4,1,3,5,5,1,5,3,secondary school
940,4,3,4,1,4,5,3,4,4,1,2,1,2,3,4,3,4,4,2,secondary school
941,5,3,2,1,1,3,3,3,3,1,1,4,NA,5,2,2,1,5,1,primary school
942,5,3,3,2,1,2,2,4,4,3,3,4,5,4,4,4,3,1,1,primary school
943,5,2,5,3,2,4,1,4,2,1,2,1,3,5,3,3,3,5,2,college/bachelor degree
944,4,3,3,2,1,5,2,3,NA,1,4,4,4,4,3,3,3,2,2,secondary school
945,5,4,3,3,2,4,3,5,4,1,1,2,1,3,3,2,3,2,3,secondary school
946,5,2,5,2,3,3,3,4,4,4,4,5,4,2,4,3,4,1,3,secondary school
947,5,5,2,1,2,4,3,3,5,5,5,2,1,4,5,4,2,2,3,secondary school
948,5,3,3,1,1,2,1,3,3,3,2,4,3,2,1,2,1,1,1,secondary school
949,5,3,4,3,2,3,4,4,3,1,1,2,3,2,3,2,4,2,2,secondary school
950,5,3,3,2,3,1,2,3,4,3,3,2,3,3,3,2,3,2,1,secondary school
951,5,3,2,3,NA,4,2,4,5,5,5,4,4,3,4,2,2,3,3,currently a primary school pupil
952,4,3,4,1,1,1,1,4,3,2,2,4,5,3,5,4,1,5,1,masters degree
953,5,2,3,3,3,4,3,4,5,3,3,1,3,3,3,4,4,4,2,secondary school
954,5,3,3,1,3,3,3,5,4,1,4,4,4,4,4,3,5,1,1,secondary school
955,5,3,5,3,2,2,3,3,3,1,2,4,4,3,3,2,5,4,3,secondary school
956,5,3,2,1,2,1,1,2,5,5,5,1,3,1,3,1,3,1,1,secondary school
957,5,4,3,1,4,3,4,4,4,3,3,3,3,4,4,1,1,1,2,secondary school
958,5,4,2,1,1,1,2,2,2,1,1,5,1,2,1,1,2,2,1,secondary school
959,5,5,5,3,1,3,3,4,1,1,1,3,2,2,2,3,2,4,2,college/bachelor degree
960,4,3,3,2,3,4,4,4,3,2,4,2,5,4,5,4,3,1,2,masters degree
961,5,3,4,4,1,5,1,3,5,5,5,3,3,5,2,5,1,1,4,masters degree
962,5,3,4,4,1,3,4,5,3,1,1,5,4,3,2,3,4,4,3,secondary school
963,5,2,3,4,4,5,3,2,1,1,1,1,1,4,1,1,3,1,3,secondary school
964,4,4,4,3,3,5,1,5,4,1,1,3,1,4,1,1,2,4,4,secondary school
965,5,4,3,2,3,3,3,3,5,5,5,3,4,3,4,5,3,2,4,college/bachelor degree
966,5,5,5,3,3,3,5,5,5,2,4,1,3,2,5,2,5,4,3,primary school
967,5,5,1,1,1,5,5,1,1,1,1,1,3,4,1,5,5,1,5,college/bachelor degree
968,5,3,2,2,2,3,2,2,5,5,5,1,4,4,4,2,3,2,3,primary school
969,5,4,3,2,2,3,3,4,3,2,1,5,3,3,3,2,2,3,2,secondary school
970,5,3,2,1,2,3,2,4,5,4,3,2,2,3,4,3,2,1,1,college/bachelor degree
971,5,3,5,1,4,5,5,3,4,2,1,4,2,5,4,4,2,1,5,masters degree
972,5,4,2,4,3,4,2,2,5,4,4,1,4,3,4,3,2,3,2,secondary school
973,5,3,3,3,3,3,4,3,5,2,4,1,3,3,5,5,3,2,2,secondary school
974,5,3,2,5,5,4,5,2,5,5,5,1,4,5,2,3,1,1,3,secondary school
975,5,3,1,2,2,2,2,2,5,5,5,1,5,3,4,4,2,2,1,secondary school
976,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,secondary school
977,5,3,4,2,3,3,5,5,5,2,2,3,4,4,4,2,5,2,3,secondary school
978,5,4,4,2,2,1,1,4,4,3,2,4,2,1,2,3,2,4,1,secondary school
979,5,2,2,1,2,2,1,4,5,5,3,2,3,5,5,3,3,1,2,college/bachelor degree
980,5,3,4,2,2,4,4,5,5,1,1,3,2,4,4,1,4,2,3,secondary school
981,5,3,2,2,2,5,1,4,4,4,2,1,3,5,4,1,4,1,4,secondary school
982,5,4,1,2,4,5,5,3,4,1,1,1,2,3,4,5,2,1,2,secondary school
983,5,4,2,1,1,3,2,2,4,3,2,2,4,3,4,5,1,1,2,secondary school
984,5,4,3,1,1,3,3,5,3,1,1,4,4,2,3,3,4,2,1,secondary school
985,5,2,1,3,2,3,3,3,4,4,3,1,2,1,4,3,3,1,1,secondary school
986,5,2,1,3,2,4,2,4,5,3,3,1,4,2,3,5,2,1,2,secondary school
987,4,3,2,5,3,5,2,2,4,2,4,3,3,4,4,4,2,4,4,secondary school
988,4,3,2,2,3,2,1,1,5,3,2,NA,3,3,3,4,2,1,1,secondary school
989,5,2,3,2,2,5,2,2,5,2,4,3,5,5,5,5,5,NA,3,secondary school
990,5,5,3,2,2,4,5,5,5,5,1,5,2,3,3,3,5,5,3,masters degree
991,5,4,2,1,1,2,2,3,4,4,1,1,1,2,3,1,2,1,2,secondary school
992,5,5,2,1,1,1,1,1,5,5,4,5,2,1,4,2,1,2,1,secondary school
993,4,4,4,1,4,4,1,3,4,4,3,2,3,2,1,1,2,5,2,masters degree
994,5,3,3,1,2,3,1,4,4,1,1,4,1,1,1,4,1,2,1,secondary school
995,5,4,3,2,2,3,4,3,5,3,4,2,4,3,5,3,1,1,1,secondary school
996,5,4,2,1,1,1,2,1,4,4,3,3,2,1,1,2,2,5,1,secondary school
997,5,3,1,1,1,3,2,1,4,3,1,4,4,2,3,3,1,1,1,secondary school
998,5,4,3,3,3,1,3,3,4,2,4,2,4,1,1,2,4,1,1,secondary school
999,5,4,4,3,1,3,2,3,5,5,4,3,2,1,5,3,3,5,2,masters degree
1000,5,5,5,3,4,5,4,4,4,3,NA,5,5,5,5,5,5,5,3,secondary school
1001,5,3,3,3,2,3,3,4,3,1,1,5,3,2,3,3,3,3,1,primary school
1002,5,5,5,1,2,1,4,4,3,2,4,4,3,1,4,1,2,3,1,primary school
1003,5,5,3,1,3,1,1,2,5,5,3,1,4,2,2,4,1,3,1,secondary school
1004,4,3,4,3,2,2,3,4,5,2,3,2,4,4,4,2,4,4,2,secondary school
1005,5,3,4,1,2,3,2,3,3,4,3,5,4,2,3,2,2,5,3,secondary school
1006,5,2,5,2,2,5,4,4,4,3,2,4,1,5,4,4,3,3,2,secondary school
1007,4,4,5,1,3,4,1,4,1,1,4,1,1,2,3,1,3,4,1,masters degree
1008,4,3,1,1,2,2,2,3,4,1,2,3,3,2,2,5,1,1,1,secondary school
1009,5,3,3,3,1,3,1,3,4,1,1,2,2,3,2,5,2,2,1,college/bachelor degree
1010,5,5,4,3,2,3,3,4,1,1,2,3,1,1,3,2,2,3,1,secondary school
