ID,supVar,Music,Slow.songs.or.fast.songs,Dance,Folk,Country,Classical.music,Musical,Pop,Rock,Metal.or.Hardrock,Punk,Hiphop..Rap,Reggae..Ska,Swing..Jazz,Rock.n.roll,Alternative,Latino,Techno..Trance,Opera,Age,Gender,Village...town,Education
767,A,5,5,5,5,5,4,4,4,4,5,4,4,4,4,5,3,4,4,4,25,female,city,secondary school
768,A,1,1,2,3,4,3,3,2,2,5,2,2,2,3,4,4,3,2,3,22,male,city,masters degree
769,A,4,3,3,1,2,3,1,4,3,2,2,5,3,3,3,3,3,3,1,26,male,city,masters degree
770,A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,female,city,secondary school
771,A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,female,city,college/bachelor degree
772,A,5,2,2,4,4,4,2,3,5,5,4,2,3,2,3,2,2,1,4,18,male,city,secondary school
773,A,5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,20,female,city,secondary school
774,A,5,4,4,2,2,2,2,3,5,5,3,4,3,5,4,4,4,2,2,17,female,city,college/bachelor degree
775,A,3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,20,female,city,secondary school
776,A,5,3,2,1,1,4,3,3,4,1,2,4,2,2,3,4,4,5,4,19,female,city,college/bachelor degree
777,A,5,3,NA,5,1,3,3,4,5,1,1,3,1,3,5,2,5,5,3,25,male,village,masters degree
778,A,5,5,3,1,2,3,2,5,3,1,1,5,3,3,3,3,3,3,2,19,male,city,secondary school
779,A,5,3,2,1,1,1,3,5,2,1,1,3,2,1,2,1,1,1,1,18,female,city,secondary school
780,A,5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,17,female,village,secondary school
781,A,5,3,3,1,2,2,3,4,4,1,2,3,3,3,3,2,4,4,2,18,male,city,secondary school
782,A,4,2,4,1,2,3,2,3,3,1,1,1,1,4,4,1,3,2,3,20,female,city,secondary school
783,A,5,3,2,3,4,4,4,3,5,5,5,2,5,5,5,5,4,2,3,17,female,village,secondary school
784,A,5,3,2,5,2,4,5,4,5,4,1,2,3,3,3,2,3,4,3,21,male,village,secondary school
785,A,4,3,4,3,1,4,4,4,3,1,1,3,3,5,2,2,3,4,3,19,male,city,secondary school
786,A,4,4,3,3,3,3,4,5,2,3,3,4,3,3,2,3,3,1,3,19,male,city,college/bachelor degree
787,A,5,3,3,2,2,4,3,4,5,4,1,2,2,5,5,4,4,3,2,19,male,city,secondary school
788,A,5,3,2,2,1,2,4,5,2,2,1,5,3,2,3,3,3,3,1,16,male,city,primary school
789,A,5,3,2,1,2,3,3,4,3,2,3,4,4,2,2,4,3,1,2,18,female,city,primary school
790,A,5,5,4,3,3,5,3,5,4,1,2,4,1,1,1,3,3,4,4,19,male,village,college/bachelor degree
791,A,5,5,3,2,2,4,1,2,5,5,4,2,1,1,5,5,1,4,1,20,female,village,secondary school
792,A,5,3,3,1,1,3,1,3,2,1,1,4,3,5,3,4,3,3,2,19,female,city,secondary school
793,A,5,4,3,2,2,3,1,3,4,3,2,4,3,3,1,1,3,3,1,21,male,village,masters degree
794,A,2,3,3,1,2,3,3,3,2,4,2,5,3,4,3,3,4,4,2,24,male,city,doctorate degree
795,A,4,5,3,1,1,1,1,5,2,1,1,5,1,1,1,1,1,1,1,23,male,city,secondary school
796,A,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,30,female,city,secondary school
797,A,3,5,3,2,2,4,3,5,1,4,3,4,4,2,4,3,4,2,3,27,male,city,doctorate degree
798,A,5,1,5,1,2,3,4,2,2,1,1,5,2,2,2,2,1,3,1,19,male,city,secondary school
799,A,5,3,3,2,1,4,3,4,5,3,3,3,3,2,2,3,2,2,2,18,female,city,secondary school
800,A,5,3,1,2,3,4,5,2,4,5,4,1,1,2,4,4,2,2,4,18,male,city,secondary school
801,A,5,3,4,1,1,2,4,4,3,1,4,4,1,1,3,1,1,1,1,17,male,city,secondary school
802,A,4,5,5,1,1,1,1,4,5,3,2,1,1,1,5,3,1,4,1,30,female,village,secondary school
803,A,5,5,5,3,2,2,2,5,4,4,3,5,3,1,3,3,2,4,2,19,female,city,secondary school
804,A,5,5,2,1,1,2,4,3,5,4,5,1,1,2,3,2,1,1,2,27,female,village,secondary school
805,A,5,1,4,1,1,4,4,5,5,3,4,4,4,4,4,2,2,2,2,21,female,village,secondary school
806,A,5,4,4,3,1,3,5,5,5,5,5,3,4,2,5,4,3,3,3,17,female,city,primary school
807,A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,male,city,secondary school
808,A,3,3,1,3,3,5,5,3,2,2,2,1,1,1,3,1,1,1,4,20,male,city,secondary school
809,A,5,4,3,1,2,3,2,5,5,3,4,3,2,1,2,2,2,3,1,20,male,city,college/bachelor degree
810,A,4,3,4,1,1,2,1,2,2,2,1,4,1,1,3,1,1,1,1,18,male,city,secondary school
811,A,5,3,2,3,4,5,5,1,5,5,3,1,3,4,5,4,2,1,5,20,male,city,college/bachelor degree
812,A,5,3,2,3,3,4,2,3,5,4,4,3,2,3,4,4,2,1,4,20,male,city,secondary school
813,A,5,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,17,female,city,secondary school
814,A,5,4,2,1,1,1,1,2,2,3,1,2,1,1,3,1,1,1,1,19,male,city,secondary school
815,A,5,4,4,3,1,5,4,4,3,2,3,5,4,3,NA,1,2,5,4,20,female,city,secondary school
816,A,5,5,2,3,4,3,1,2,5,5,3,5,4,4,5,2,4,2,2,20,male,city,secondary school
817,A,5,4,3,3,1,4,3,4,5,5,5,4,4,5,5,5,4,3,2,21,male,city,secondary school
818,A,3,4,1,1,1,1,2,5,5,2,2,5,4,4,5,1,1,1,2,23,male,city,primary school
819,A,4,4,3,3,1,4,1,4,4,4,3,2,1,1,3,3,1,4,1,24,male,village,secondary school
820,A,5,5,3,1,2,2,1,4,2,1,2,3,2,1,1,2,5,2,1,17,female,city,secondary school
821,A,5,3,2,2,2,4,5,3,5,2,2,4,4,4,4,5,3,1,4,18,female,city,secondary school
822,A,5,3,2,2,2,5,4,4,5,5,5,1,3,4,5,5,2,1,4,17,male,city,secondary school
823,A,5,4,3,1,1,2,3,5,4,1,3,5,4,3,3,3,4,1,2,19,female,city,secondary school
824,A,5,2,3,2,2,3,1,3,2,1,1,5,2,2,1,3,3,3,1,21,male,city,secondary school
825,A,5,3,1,1,2,5,1,3,5,3,2,1,3,2,5,3,2,1,5,29,female,city,college/bachelor degree
826,A,4,3,1,3,1,4,2,2,5,4,2,1,2,2,2,4,2,1,2,21,female,city,college/bachelor degree
827,A,5,3,3,3,1,4,4,4,5,3,3,3,3,5,5,3,4,1,4,20,female,village,secondary school
828,A,5,3,3,4,3,4,5,4,5,3,3,2,4,3,5,5,2,1,2,20,female,city,secondary school
829,A,1,3,4,1,2,1,2,4,5,3,4,5,2,1,3,3,4,4,1,19,male,village,college/bachelor degree
830,A,5,3,1,2,2,5,4,3,5,5,4,3,2,4,4,4,2,1,3,20,female,city,college/bachelor degree
831,A,5,3,4,2,1,3,2,4,3,1,1,5,4,4,3,3,5,2,3,21,female,city,secondary school
832,A,5,NA,4,2,4,4,4,5,4,3,4,5,4,4,5,3,4,3,4,17,female,village,NA
833,A,5,3,3,4,5,5,5,2,5,3,4,1,4,4,5,3,4,1,5,20,female,village,secondary school
834,A,3,3,2,1,1,4,3,3,4,1,1,1,1,5,3,5,2,2,4,19,male,city,secondary school
835,A,4,3,4,3,2,4,4,3,5,4,2,2,2,2,3,2,2,2,3,21,male,city,secondary school
836,A,4,3,3,2,2,2,3,5,4,1,1,1,4,3,3,3,3,1,1,19,male,city,secondary school
837,A,5,3,2,1,1,2,3,4,5,5,5,4,3,5,4,3,1,1,3,19,male,city,secondary school
838,A,5,3,4,3,2,5,3,2,5,5,4,2,4,5,5,4,5,1,3,20,male,city,secondary school
839,A,5,5,4,1,1,1,2,5,4,1,1,4,5,3,4,4,4,2,1,21,female,city,college/bachelor degree
840,A,4,3,4,2,1,2,4,4,3,1,2,3,3,3,4,4,4,1,2,23,female,city,masters degree
841,A,5,4,2,3,3,1,4,5,5,1,1,4,3,3,2,2,4,1,2,24,female,city,college/bachelor degree
842,A,5,5,4,3,3,2,1,4,4,3,4,5,2,2,2,3,2,5,1,19,male,city,secondary school
843,A,NA,5,4,2,1,3,3,4,5,1,4,1,3,2,2,5,2,2,1,24,female,village,college/bachelor degree
844,A,5,4,4,2,3,3,3,4,4,2,2,5,3,2,2,1,3,3,2,20,female,city,secondary school
845,A,5,4,2,5,4,5,5,2,3,2,3,2,3,5,4,4,3,4,5,30,male,city,masters degree
846,A,4,4,3,1,1,1,3,5,1,1,1,4,2,2,1,1,3,1,1,20,female,city,secondary school
847,A,5,3,5,2,2,3,3,4,2,1,1,4,2,4,2,2,3,5,3,23,female,city,secondary school
848,A,5,2,3,4,2,5,5,5,5,2,2,1,4,4,5,5,2,1,4,19,female,city,secondary school
849,A,5,2,2,1,1,3,1,3,5,3,4,1,4,2,3,5,1,2,1,19,male,city,college/bachelor degree
850,A,3,2,1,4,4,5,3,2,2,1,1,1,2,4,2,1,3,1,5,22,female,village,college/bachelor degree
851,A,4,3,4,1,2,3,4,4,2,1,1,4,4,3,3,1,1,1,1,17,female,city,secondary school
852,A,5,5,3,1,1,2,2,2,2,1,2,5,3,2,2,2,2,5,1,20,male,city,college/bachelor degree
853,A,5,4,2,1,2,2,1,2,2,1,1,5,3,2,2,2,3,3,1,19,male,village,secondary school
854,A,5,3,4,4,2,3,4,3,3,1,1,2,3,2,2,2,3,1,4,30,female,village,masters degree
855,A,5,2,4,2,1,1,2,3,3,1,1,5,3,3,2,2,2,1,1,27,male,city,college/bachelor degree
856,A,5,4,5,3,3,3,2,5,4,3,4,5,4,2,3,2,4,4,2,19,male,city,college/bachelor degree
857,A,5,3,3,2,1,3,4,4,5,3,3,3,3,5,3,2,4,3,3,17,female,city,secondary school
858,A,5,4,4,2,3,3,5,4,3,1,2,2,3,3,3,4,2,5,2,20,male,village,secondary school
859,A,3,1,3,3,2,5,NA,2,3,3,1,1,5,5,5,3,1,1,1,20,male,village,secondary school
860,A,5,3,4,4,2,3,3,4,3,2,2,5,3,3,3,2,3,4,2,20,male,city,secondary school
861,A,5,3,4,3,3,3,3,3,4,4,3,4,3,3,1,3,2,5,3,20,male,city,secondary school
862,A,5,3,3,2,1,3,1,3,5,1,2,1,3,3,3,4,1,2,1,18,female,city,secondary school
863,A,5,4,4,2,2,3,2,5,4,3,1,4,3,4,2,3,5,4,2,21,male,city,college/bachelor degree
864,A,5,5,3,2,2,4,4,3,2,1,1,2,2,3,3,4,1,5,2,21,male,village,secondary school
865,A,5,3,3,2,3,3,4,3,5,4,4,4,3,3,4,4,2,3,3,20,male,village,secondary school
866,A,4,2,4,3,2,3,4,3,4,2,3,4,2,1,2,4,3,2,2,17,female,city,secondary school
867,A,4,3,2,3,3,4,4,2,5,4,4,3,4,2,4,4,1,1,3,23,male,city,college/bachelor degree
868,A,5,3,4,2,4,2,3,4,3,1,1,1,3,1,3,3,4,1,1,25,female,city,masters degree
869,A,5,4,3,4,3,2,4,4,NA,3,2,5,2,2,3,1,3,2,2,18,male,village,secondary school
870,A,5,3,2,1,2,5,4,4,5,3,3,2,1,3,5,5,2,1,1,18,female,city,secondary school
871,A,5,4,4,2,1,2,1,5,3,3,2,3,1,1,1,2,3,4,1,25,female,city,masters degree
872,A,5,3,3,2,1,4,3,3,5,4,2,2,3,4,5,4,2,3,3,21,male,village,college/bachelor degree
873,A,5,3,2,3,1,3,3,3,5,3,2,2,2,3,2,5,1,4,1,20,male,village,secondary school
874,A,4,4,4,2,2,3,3,3,4,2,1,3,3,3,3,3,2,4,3,21,male,city,secondary school
875,A,5,3,5,1,1,1,2,3,2,1,2,3,2,2,2,2,5,3,1,18,female,city,secondary school
876,A,5,3,3,1,1,1,NA,3,2,1,1,4,1,1,1,3,1,4,1,20,female,village,secondary school
877,A,5,3,3,1,2,3,1,4,1,1,1,5,5,4,4,1,3,3,1,19,male,city,secondary school
878,A,5,3,1,3,5,3,1,1,5,3,4,3,3,4,5,5,2,1,1,22,male,city,secondary school
879,A,4,2,2,2,2,4,5,4,4,2,2,5,4,4,4,3,2,4,3,26,male,city,secondary school
880,A,4,5,5,1,4,2,1,2,4,5,3,2,1,2,4,4,2,5,2,23,male,city,secondary school
881,A,5,3,5,1,2,1,2,3,2,1,3,4,2,2,2,1,5,4,1,18,female,city,secondary school
882,A,5,3,1,1,3,5,5,4,5,2,2,1,1,4,5,5,2,1,1,18,female,city,secondary school
883,A,5,4,4,1,1,2,1,2,4,3,5,3,2,2,3,2,1,4,1,16,female,city,primary school
884,A,5,3,3,1,1,2,3,4,3,1,1,2,3,4,3,3,4,3,1,19,female,village,secondary school
885,A,5,3,4,2,1,4,1,4,5,3,4,3,4,4,4,5,1,4,1,19,female,city,college/bachelor degree
886,A,3,4,3,2,2,2,3,4,4,4,1,5,4,2,3,1,1,3,1,23,female,city,secondary school
887,A,5,5,3,2,1,3,1,3,4,5,4,1,1,1,3,4,1,2,1,21,male,city,secondary school
888,A,4,3,3,2,4,NA,3,2,5,3,2,4,3,2,3,2,1,3,2,19,male,city,secondary school
889,A,5,3,3,2,1,2,2,4,4,3,2,2,1,2,4,2,5,2,2,20,female,city,college/bachelor degree
890,A,5,3,3,3,4,5,3,3,4,3,2,2,3,3,5,4,2,2,2,22,female,city,college/bachelor degree
891,A,5,3,5,1,2,3,2,4,3,1,1,4,2,2,3,1,1,4,1,20,male,city,secondary school
892,A,5,3,4,3,2,1,3,4,4,2,2,2,4,1,3,2,2,3,1,21,male,village,secondary school
893,A,5,3,3,3,2,2,3,3,5,3,2,3,2,2,3,1,2,1,2,19,male,city,secondary school
894,A,5,3,2,3,4,3,2,2,4,3,2,4,3,2,3,2,2,3,4,17,female,village,primary school
895,A,5,4,3,1,1,2,3,3,5,3,2,2,4,3,4,2,2,1,1,19,female,city,secondary school
896,A,4,4,4,2,3,2,2,3,3,1,NA,4,3,3,2,1,2,3,2,16,male,village,secondary school
897,A,5,3,2,3,4,3,4,2,5,3,3,1,2,4,4,4,3,1,2,22,male,village,college/bachelor degree
898,A,5,3,2,2,3,1,2,4,3,1,2,3,2,3,2,4,3,2,3,23,male,city,college/bachelor degree
899,S,5,3,2,2,1,3,2,2,5,2,3,1,3,5,5,5,3,1,1,28,female,village,masters degree
900,S,5,3,2,NA,2,2,1,3,3,2,2,5,3,3,1,3,1,1,1,20,male,city,secondary school
901,S,5,2,2,1,2,3,4,3,3,1,1,2,4,4,2,1,3,1,3,21,male,city,secondary school
902,S,4,3,1,2,2,2,2,3,3,1,2,1,2,3,3,2,2,1,2,22,female,city,secondary school
903,S,5,3,1,2,2,3,1,2,3,2,3,5,4,3,3,2,2,2,1,NA,male,city,masters degree
904,S,5,5,2,4,3,2,1,1,5,5,4,2,3,5,4,4,3,1,1,19,male,city,college/bachelor degree
905,S,3,3,2,1,2,2,5,5,3,1,1,2,2,2,3,1,5,1,2,24,female,city,college/bachelor degree
906,S,5,3,4,3,3,2,2,4,4,1,3,5,3,3,3,2,2,3,2,23,male,city,college/bachelor degree
907,S,5,3,5,3,1,5,5,2,1,1,1,2,3,4,3,5,5,5,4,21,female,city,secondary school
908,S,5,4,4,3,2,2,3,5,3,2,3,3,3,2,2,1,3,1,1,22,female,city,secondary school
909,S,5,2,3,2,3,2,1,4,4,3,3,2,2,3,2,2,2,3,2,18,male,city,secondary school
910,S,5,3,4,3,2,3,4,4,3,2,3,4,4,2,5,3,2,2,3,28,female,city,masters degree
911,S,5,4,2,1,1,3,4,4,5,1,1,4,4,5,5,5,4,1,2,18,female,city,secondary school
912,S,5,3,2,2,1,4,5,3,5,5,4,1,1,3,4,5,4,1,5,23,female,village,college/bachelor degree
913,S,5,4,4,2,1,1,1,4,3,2,4,3,3,2,4,2,3,3,2,22,female,village,secondary school
914,S,5,3,4,4,2,4,3,3,4,1,3,1,2,4,4,4,2,3,4,21,female,city,secondary school
915,S,5,4,2,3,1,5,3,3,5,4,4,2,3,4,5,5,5,2,4,20,female,city,secondary school
916,S,4,4,5,2,3,1,3,4,4,3,1,4,2,2,3,3,3,4,1,18,female,city,primary school
917,S,4,3,2,2,1,3,1,3,5,4,4,1,3,3,5,4,1,1,1,21,male,city,secondary school
918,S,5,4,2,2,2,3,2,2,5,4,4,2,2,2,4,4,2,3,2,20,male,village,college/bachelor degree
919,S,4,3,2,2,1,2,4,4,5,5,5,3,4,NA,NA,2,4,1,3,21,female,village,secondary school
920,S,5,1,3,2,1,3,1,3,4,4,3,3,3,3,3,5,5,1,2,21,female,city,secondary school
921,S,4,4,3,3,3,3,5,3,4,3,3,2,3,3,5,1,3,1,3,20,female,city,secondary school
922,S,5,3,4,2,2,1,1,4,3,2,3,4,2,3,2,3,2,3,2,17,male,city,primary school
923,S,5,3,5,1,1,3,2,5,3,1,1,4,3,2,1,1,2,4,3,20,female,city,secondary school
924,S,5,4,2,2,1,5,2,4,4,2,5,3,1,4,5,5,2,3,3,23,female,city,college/bachelor degree
925,S,5,3,3,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,19,female,city,secondary school
926,S,5,3,4,3,3,2,4,3,2,1,1,3,NA,4,3,2,5,2,3,20,female,city,secondary school
927,S,5,3,3,2,2,2,2,2,4,3,3,1,2,2,2,5,2,1,2,22,male,city,secondary school
928,S,5,3,5,1,1,1,1,5,3,1,2,4,4,1,2,3,1,3,1,19,female,city,secondary school
929,S,5,3,4,2,2,5,3,4,3,2,2,4,4,2,4,3,4,3,3,19,female,city,secondary school
930,S,3,2,3,5,1,4,2,4,2,3,4,2,5,2,3,5,3,3,3,27,female,city,college/bachelor degree
931,S,5,3,3,2,1,2,3,3,2,2,3,5,3,1,1,1,3,3,2,18,female,city,primary school
932,S,5,3,4,2,2,1,3,4,3,4,3,2,3,2,3,1,2,2,3,18,male,city,secondary school
933,S,5,3,4,2,2,1,3,5,3,2,1,4,3,2,2,1,3,4,2,20,female,city,secondary school
934,S,5,3,2,2,3,5,4,3,4,2,3,1,4,5,5,4,3,1,2,17,female,city,secondary school
935,S,5,3,3,2,2,2,3,3,4,5,4,2,2,2,2,3,3,4,1,19,NA,city,primary school
936,S,5,3,3,1,1,1,2,5,2,1,1,2,1,1,1,1,3,1,1,16,female,city,secondary school
937,S,4,3,2,3,2,3,1,4,3,4,4,2,3,4,3,2,3,3,2,21,female,city,secondary school
938,S,5,3,4,1,1,5,4,5,5,4,5,4,5,5,5,5,5,2,5,18,female,village,primary school
939,S,5,3,2,5,1,5,1,4,5,2,4,4,1,3,5,5,1,5,3,19,female,city,secondary school
940,S,4,3,4,1,4,5,3,4,4,1,2,1,2,3,4,3,4,4,2,20,female,city,secondary school
941,S,5,3,2,1,1,3,3,3,3,1,1,4,NA,5,2,2,1,5,1,16,male,city,primary school
942,S,5,3,3,2,1,2,2,4,4,3,3,4,5,4,4,4,3,1,1,18,female,village,primary school
943,S,5,2,5,3,2,4,1,4,2,1,2,1,3,5,3,3,3,5,2,24,male,village,college/bachelor degree
944,S,4,3,3,2,1,5,2,3,NA,1,4,4,4,4,3,3,3,2,2,22,female,city,secondary school
945,S,5,4,3,3,2,4,3,5,4,1,1,2,1,3,3,2,3,2,3,19,female,village,secondary school
946,S,5,2,5,2,3,3,3,4,4,4,4,5,4,2,4,3,4,1,3,22,male,city,secondary school
947,S,5,5,2,1,2,4,3,3,5,5,5,2,1,4,5,4,2,2,3,22,male,city,secondary school
948,S,5,3,3,1,1,2,1,3,3,3,2,4,3,2,1,2,1,1,1,16,female,village,secondary school
949,S,5,3,4,3,2,3,4,4,3,1,1,2,3,2,3,2,4,2,2,18,female,village,secondary school
950,S,5,3,3,2,3,1,2,3,4,3,3,2,3,3,3,2,3,2,1,18,female,city,secondary school
951,S,5,3,2,3,NA,4,2,4,5,5,5,4,4,3,4,2,2,3,3,15,male,village,currently a primary school pupil
952,S,4,3,4,1,1,1,1,4,3,2,2,4,5,3,5,4,1,5,1,26,male,city,masters degree
953,S,5,2,3,3,3,4,3,4,5,3,3,1,3,3,3,4,4,4,2,19,male,city,secondary school
954,S,5,3,3,1,3,3,3,5,4,1,4,4,4,4,4,3,5,1,1,20,female,city,secondary school
955,S,5,3,5,3,2,2,3,3,3,1,2,4,4,3,3,2,5,4,3,20,female,city,secondary school
956,S,5,3,2,1,2,1,1,2,5,5,5,1,3,1,3,1,3,1,1,19,female,city,secondary school
957,S,5,4,3,1,4,3,4,4,4,3,3,3,3,4,4,1,1,1,2,20,male,city,secondary school
958,S,5,4,2,1,1,1,2,2,2,1,1,5,1,2,1,1,2,2,1,20,male,city,secondary school
959,S,5,5,5,3,1,3,3,4,1,1,1,3,2,2,2,3,2,4,2,22,female,city,college/bachelor degree
960,S,4,3,3,2,3,4,4,4,3,2,4,2,5,4,5,4,3,1,2,24,female,city,masters degree
961,S,5,3,4,4,1,5,1,3,5,5,5,3,3,5,2,5,1,1,4,NA,female,city,masters degree
962,S,5,3,4,4,1,3,4,5,3,1,1,5,4,3,2,3,4,4,3,20,male,village,secondary school
963,S,5,2,3,4,4,5,3,2,1,1,1,1,1,4,1,1,3,1,3,21,female,village,secondary school
964,S,4,4,4,3,3,5,1,5,4,1,1,3,1,4,1,1,2,4,4,23,male,city,secondary school
965,S,5,4,3,2,3,3,3,3,5,5,5,3,4,3,4,5,3,2,4,21,male,city,college/bachelor degree
966,S,5,5,5,3,3,3,5,5,5,2,4,1,3,2,5,2,5,4,3,17,female,city,primary school
967,S,5,5,1,1,1,5,5,1,1,1,1,1,3,4,1,5,5,1,5,19,female,city,college/bachelor degree
968,S,5,3,2,2,2,3,2,2,5,5,5,1,4,4,4,2,3,2,3,18,male,city,primary school
969,S,5,4,3,2,2,3,3,4,3,2,1,5,3,3,3,2,2,3,2,19,male,city,secondary school
970,S,5,3,2,1,2,3,2,4,5,4,3,2,2,3,4,3,2,1,1,19,male,village,college/bachelor degree
971,S,5,3,5,1,4,5,5,3,4,2,1,4,2,5,4,4,2,1,5,22,male,city,masters degree
972,S,5,4,2,4,3,4,2,2,5,4,4,1,4,3,4,3,2,3,2,18,male,city,secondary school
973,S,5,3,3,3,3,3,4,3,5,2,4,1,3,3,5,5,3,2,2,19,female,city,secondary school
974,S,5,3,2,5,5,4,5,2,5,5,5,1,4,5,2,3,1,1,3,20,female,city,secondary school
975,S,5,3,1,2,2,2,2,2,5,5,5,1,5,3,4,4,2,2,1,21,female,city,secondary school
976,S,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23,female,village,secondary school
977,S,5,3,4,2,3,3,5,5,5,2,2,3,4,4,4,2,5,2,3,19,female,city,secondary school
978,S,5,4,4,2,2,1,1,4,4,3,2,4,2,1,2,3,2,4,1,19,male,village,secondary school
979,S,5,2,2,1,2,2,1,4,5,5,3,2,3,5,5,3,3,1,2,21,female,city,college/bachelor degree
980,S,5,3,4,2,2,4,4,5,5,1,1,3,2,4,4,1,4,2,3,19,male,city,secondary school
981,S,5,3,2,2,2,5,1,4,4,4,2,1,3,5,4,1,4,1,4,18,female,city,secondary school
982,S,5,4,1,2,4,5,5,3,4,1,1,1,2,3,4,5,2,1,2,19,female,village,secondary school
983,S,5,4,2,1,1,3,2,2,4,3,2,2,4,3,4,5,1,1,2,18,male,city,secondary school
984,S,5,4,3,1,1,3,3,5,3,1,1,4,4,2,3,3,4,2,1,22,female,village,secondary school
985,S,5,2,1,3,2,3,3,3,4,4,3,1,2,1,4,3,3,1,1,21,female,city,secondary school
986,S,5,2,1,3,2,4,2,4,5,3,3,1,4,2,3,5,2,1,2,20,female,city,secondary school
987,S,4,3,2,5,3,5,2,2,4,2,4,3,3,4,4,4,2,4,4,19,female,city,secondary school
988,S,4,3,2,2,3,2,1,1,5,3,2,NA,3,3,3,4,2,1,1,20,male,city,secondary school
989,S,5,2,3,2,2,5,2,2,5,2,4,3,5,5,5,5,5,NA,3,19,male,city,secondary school
990,S,5,5,3,2,2,4,5,5,5,5,1,5,2,3,3,3,5,5,3,30,female,village,masters degree
991,S,5,4,2,1,1,2,2,3,4,4,1,1,1,2,3,1,2,1,2,29,male,city,secondary school
992,S,5,5,2,1,1,1,1,1,5,5,4,5,2,1,4,2,1,2,1,21,male,city,secondary school
993,S,4,4,4,1,4,4,1,3,4,4,3,2,3,2,1,1,2,5,2,30,male,city,masters degree
994,S,5,3,3,1,2,3,1,4,4,1,1,4,1,1,1,4,1,2,1,21,female,city,secondary school
995,S,5,4,3,2,2,3,4,3,5,3,4,2,4,3,5,3,1,1,1,20,female,city,secondary school
996,S,5,4,2,1,1,1,2,1,4,4,3,3,2,1,1,2,2,5,1,18,female,city,secondary school
997,S,5,3,1,1,1,3,2,1,4,3,1,4,4,2,3,3,1,1,1,20,male,NA,secondary school
998,S,5,4,3,3,3,1,3,3,4,2,4,2,4,1,1,2,4,1,1,19,female,NA,secondary school
999,S,5,4,4,3,1,3,2,3,5,5,4,3,2,1,5,3,3,5,2,28,male,city,masters degree
1000,S,5,5,5,3,4,5,4,4,4,3,NA,5,5,5,5,5,5,5,3,19,male,city,secondary school
1001,S,5,3,3,3,2,3,3,4,3,1,1,5,3,2,3,3,3,3,1,16,female,city,primary school
1002,S,5,5,5,1,2,1,4,4,3,2,4,4,3,1,4,1,2,3,1,18,female,city,primary school
1003,S,5,5,3,1,3,1,1,2,5,5,3,1,4,2,2,4,1,3,1,22,male,city,secondary school
1004,S,4,3,4,3,2,2,3,4,5,2,3,2,4,4,4,2,4,4,2,20,female,city,secondary school
1005,S,5,3,4,1,2,3,2,3,3,4,3,5,4,2,3,2,2,5,3,22,male,city,secondary school
1006,S,5,2,5,2,2,5,4,4,4,3,2,4,1,5,4,4,3,3,2,20,female,city,secondary school
1007,S,4,4,5,1,3,4,1,4,1,1,4,1,1,2,3,1,3,4,1,27,male,village,masters degree
1008,S,4,3,1,1,2,2,2,3,4,1,2,3,3,2,2,5,1,1,1,18,female,city,secondary school
1009,S,5,3,3,3,1,3,1,3,4,1,1,2,2,3,2,5,2,2,1,25,female,city,college/bachelor degree
1010,S,5,5,4,3,2,3,3,4,1,1,2,3,1,1,3,2,2,3,1,21,male,village,secondary school
